stage,observation,noisy_observation,small_prob,large_prob,prediction,true_target,correct,trial_id,experiment,description
trajectory,1,1,0.2783018867924528,0.7216981132075471,1,1,1,40,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,41,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,41,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,41,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,42,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,42,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,42,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,43,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,43,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,43,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,44,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,44,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,44,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,1,0,45,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.7325581395348837,0.2674418604651163,0,1,0,45,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.2783018867924528,0.7216981132075471,1,1,1,45,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,46,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,46,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,46,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,47,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,47,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,47,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,48,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,48,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,48,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,49,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,49,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,49,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,50,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,1,0.2674418604651163,0.7325581395348837,1,1,1,50,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.07472324723247233,0.9252767527675276,1,1,1,50,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,1,0,51,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.7325581395348837,0.2674418604651163,0,1,0,51,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.2783018867924528,0.7216981132075471,1,1,1,51,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,52,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,52,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,52,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,53,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,53,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,53,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,54,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,54,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,54,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,1,0,55,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.7325581395348837,0.2674418604651163,0,1,0,55,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.2783018867924528,0.7216981132075471,1,1,1,55,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,56,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,56,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,56,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,57,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,1,0.2674418604651163,0.7325581395348837,1,1,1,57,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.07472324723247233,0.9252767527675276,1,1,1,57,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,1,0,58,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,1,0.33471074380165294,0.665289256198347,1,1,1,58,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.09309623430962348,0.9069037656903766,1,1,1,58,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,59,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,59,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,59,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,60,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,60,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,60,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,61,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,61,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,61,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,62,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,62,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,62,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,63,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,63,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,63,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,64,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,64,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,64,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,65,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,65,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,0,0.9069037656903766,0.09309623430962348,0,1,0,65,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,66,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,1,0.2674418604651163,0.7325581395348837,1,1,1,66,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.07472324723247233,0.9252767527675276,1,1,1,66,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,1,0,67,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.7325581395348837,0.2674418604651163,0,1,0,67,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.2783018867924528,0.7216981132075471,1,1,1,67,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,1,0,68,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.7325581395348837,0.2674418604651163,0,1,0,68,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.2783018867924528,0.7216981132075471,1,1,1,68,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,69,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,1,0.2674418604651163,0.7325581395348837,1,1,1,69,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.07472324723247233,0.9252767527675276,1,1,1,69,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,70,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,70,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,70,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,1,0,71,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.7325581395348837,0.2674418604651163,0,1,0,71,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.2783018867924528,0.7216981132075471,1,1,1,71,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,72,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,72,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,72,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,73,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,73,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,73,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,74,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,74,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,0,0.9069037656903766,0.09309623430962348,0,1,0,74,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,1,0,75,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.7325581395348837,0.2674418604651163,0,1,0,75,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.2783018867924528,0.7216981132075471,1,1,1,75,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,76,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,76,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,0,0.9069037656903766,0.09309623430962348,0,1,0,76,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,77,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,1,0.2674418604651163,0.7325581395348837,1,1,1,77,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,0,0.7216981132075471,0.2783018867924528,0,1,0,77,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,1,0,78,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,1,0.33471074380165294,0.665289256198347,1,1,1,78,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.09309623430962348,0.9069037656903766,1,1,1,78,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,79,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,79,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,79,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,80,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,1,0.2674418604651163,0.7325581395348837,1,1,1,80,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.07472324723247233,0.9252767527675276,1,1,1,80,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,81,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,81,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,81,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,82,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,82,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,82,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,1,0,83,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.7325581395348837,0.2674418604651163,0,1,0,83,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.2783018867924528,0.7216981132075471,1,1,1,83,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,1,0,84,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.7325581395348837,0.2674418604651163,0,1,0,84,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.2783018867924528,0.7216981132075471,1,1,1,84,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,85,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,85,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,85,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,86,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,86,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,0,0.9069037656903766,0.09309623430962348,0,1,0,86,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,87,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,87,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,87,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,1,0,88,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,1,0.33471074380165294,0.665289256198347,1,1,1,88,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.09309623430962348,0.9069037656903766,1,1,1,88,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,89,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,89,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,89,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,1,0,90,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,1,0.33471074380165294,0.665289256198347,1,1,1,90,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.09309623430962348,0.9069037656903766,1,1,1,90,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,91,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,91,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,91,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,92,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,1,0.2674418604651163,0.7325581395348837,1,1,1,92,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.07472324723247233,0.9252767527675276,1,1,1,92,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,93,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,93,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,93,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,1,0,94,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.7325581395348837,0.2674418604651163,0,1,0,94,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.2783018867924528,0.7216981132075471,1,1,1,94,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,95,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,1,0,95,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.23275862068965514,0.767241379310345,1,1,1,95,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,1,1,96,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,1,0.2674418604651163,0.7325581395348837,1,1,1,96,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.07472324723247233,0.9252767527675276,1,1,1,96,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,1,0,97,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
hand,0,0,0.7325581395348837,0.2674418604651163,0,1,0,97,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
trajectory,1,1,0.2783018867924528,0.7216981132075471,1,1,1,97,gaze_correct_hand_wrong_trajectory_correct_large,Hand is misleading; gaze and trajectory indicate the correct target.
